State,Cause Name,Year,Deaths,Age-adjusted Death Rate
Kentucky,Stroke,2008,2098,47.9
Louisiana,Stroke,2008,2084,48.6
Maine,Stroke,2008,671,40.4
Maryland,Stroke,2008,2330,41.4
Massachusetts,Stroke,2008,2747,35.1
Michigan,Stroke,2008,4769,43.4
Minnesota,Stroke,2008,2199,37.7
Mississippi,Stroke,2008,1592,54.7
Missouri,Stroke,2008,3261,49.2
Montana,Stroke,2008,466,40.3
Nebraska,Stroke,2008,863,41.0
Nevada,Stroke,2008,906,40.8
New Hampshire,Stroke,2008,484,33.9
New Jersey,Stroke,2008,3264,33.1
New Mexico,Stroke,2008,760,38.3
New York,Stroke,2008,6123,28.2
North Carolina,Stroke,2008,4637,50.8
North Dakota,Stroke,2008,325,37.2
Ohio,Stroke,2008,5951,45.2
Oklahoma,Stroke,2008,2079,54.0
Oregon,Stroke,2008,1899,44.1
Pennsylvania,Stroke,2008,6942,41.9
Rhode Island,Stroke,2008,462,34.1
South Carolina,Stroke,2008,2394,52.6
South Dakota,Stroke,2008,396,39.1
Tennessee,Stroke,2008,3356,53.1
Texas,Stroke,2008,9629,49.2
United States,Stroke,2008,134148,42.1
Utah,Stroke,2008,748,39.7
Vermont,Stroke,2008,281,38.3
Virginia,Stroke,2008,3301,44.5
Washington,Stroke,2008,2773,42.3
West Virginia,Stroke,2008,1096,48.3
Wisconsin,Stroke,2008,2638,40.1
Wyoming,Stroke,2008,234,44.4
Alabama,CLRD,2008,2733,54.2
Alaska,CLRD,2008,181,44.6
Arizona,CLRD,2008,2939,45.5
Arkansas,CLRD,2008,1887,58.7
California,CLRD,2008,13426,39.9
Colorado,CLRD,2008,2188,52.5
Connecticut,CLRD,2008,1505,35.3
Delaware,CLRD,2008,472,48.9
District of Columbia,CLRD,2008,139,25.2
Florida,CLRD,2008,10198,41.1
Georgia,CLRD,2008,3546,45.5
Hawaii,CLRD,2008,293,19.2
Idaho,CLRD,2008,703,48.2
Illinois,CLRD,2008,5602,43.2
Indiana,CLRD,2008,3878,58.1
Iowa,CLRD,2008,1848,49.4
Kansas,CLRD,2008,1626,52.8
Kentucky,CLRD,2008,2926,65.2
Louisiana,CLRD,2008,1896,44.0
Maine,CLRD,2008,794,47.8
Maryland,CLRD,2008,1982,35.8
Massachusetts,CLRD,2008,2587,34.5
Michigan,CLRD,2008,5185,47.8
Minnesota,CLRD,2008,2096,37.8
Mississippi,CLRD,2008,1520,51.6
Missouri,CLRD,2008,3765,57.4
Montana,CLRD,2008,691,61.0
Nebraska,CLRD,2008,1047,51.6
Nevada,CLRD,2008,1257,56.4
New Hampshire,CLRD,2008,688,48.8
New Jersey,CLRD,2008,3280,33.9
New Mexico,CLRD,2008,1001,49.7
New York,CLRD,2008,6919,32.6
North Carolina,CLRD,2008,4572,49.3
North Dakota,CLRD,2008,355,43.4
Ohio,CLRD,2008,6928,53.3
Oklahoma,CLRD,2008,2694,68.9
Oregon,CLRD,2008,1951,46.6
Pennsylvania,CLRD,2008,6767,42.0
Rhode Island,CLRD,2008,478,37.3
South Carolina,CLRD,2008,2266,48.5
South Dakota,CLRD,2008,491,50.7
Tennessee,CLRD,2008,3545,54.7
Texas,CLRD,2008,8874,45.1
United States,CLRD,2008,141090,44.7
Utah,CLRD,2008,638,33.3
Vermont,CLRD,2008,341,47.6
Virginia,CLRD,2008,3023,40.6
Washington,CLRD,2008,2930,45.6
West Virginia,CLRD,2008,1590,68.9
Wisconsin,CLRD,2008,2538,39.9
Wyoming,CLRD,2008,311,58.5
Alabama,Diabetes,2008,1386,27.2
Alaska,Diabetes,2008,93,22.3
Arizona,Diabetes,2008,1173,18.0
Arkansas,Diabetes,2008,901,28.1
California,Diabetes,2008,7375,21.5
Colorado,Diabetes,2008,767,17.6
Connecticut,Diabetes,2008,624,14.7
Delaware,Diabetes,2008,217,22.5
District of Columbia,Diabetes,2008,156,27.5
Florida,Diabetes,2008,5161,21.4
Georgia,Diabetes,2008,1496,18.0
Hawaii,Diabetes,2008,286,18.6
Idaho,Diabetes,2008,356,23.9
Illinois,Diabetes,2008,2846,21.6
Indiana,Diabetes,2008,1683,24.9
Iowa,Diabetes,2008,764,20.3
Kansas,Diabetes,2008,706,22.7
Kentucky,Diabetes,2008,1214,26.7
Louisiana,Diabetes,2008,1332,30.3
Maine,Diabetes,2008,344,20.8
Maryland,Diabetes,2008,1239,21.6
Massachusetts,Diabetes,2008,1079,14.5
Michigan,Diabetes,2008,2752,25.2
Minnesota,Diabetes,2008,1087,19.1
Mississippi,Diabetes,2008,758,25.3
Missouri,Diabetes,2008,1348,20.4
Montana,Diabetes,2008,254,22.3
Nebraska,Diabetes,2008,470,23.2
Nevada,Diabetes,2008,373,15.6
New Hampshire,Diabetes,2008,297,20.6
New Jersey,Diabetes,2008,2242,23.1
New Mexico,Diabetes,2008,582,28.3
New York,Diabetes,2008,3605,16.9
North Carolina,Diabetes,2008,2170,22.7
North Dakota,Diabetes,2008,201,25.0
Ohio,Diabetes,2008,3565,27.2
Oklahoma,Diabetes,2008,1103,28.3
Oregon,Diabetes,2008,1025,24.0
Pennsylvania,Diabetes,2008,3313,20.8
Rhode Island,Diabetes,2008,195,15.1
South Carolina,Diabetes,2008,1133,23.9
South Dakota,Diabetes,2008,216,22.3
Tennessee,Diabetes,2008,1733,26.4
Texas,Diabetes,2008,5155,24.9
United States,Diabetes,2008,70553,22.0
Utah,Diabetes,2008,468,23.7
Vermont,Diabetes,2008,151,21.1
Virginia,Diabetes,2008,1534,19.8
Washington,Diabetes,2008,1590,24.1
West Virginia,Diabetes,2008,753,32.7
Wisconsin,Diabetes,2008,1152,18.2
Wyoming,Diabetes,2008,130,24.1
Alabama,Heart disease,2008,12074,243.3
Alaska,Heart disease,2008,634,150.1
Arizona,Heart disease,2008,10385,162.3
Arkansas,Heart disease,2008,7516,236.1
California,Heart disease,2008,60709,176.2
Colorado,Heart disease,2008,6118,142.5
Connecticut,Heart disease,2008,7355,165.6
Delaware,Heart disease,2008,1777,184.3
District of Columbia,Heart disease,2008,1389,244.3
Florida,Heart disease,2008,42067,170.8
Georgia,Heart disease,2008,15721,199.1
Hawaii,Heart disease,2008,2313,147.7
Idaho,Heart disease,2008,2330,157.1
Illinois,Heart disease,2008,26078,195.1
Indiana,Heart disease,2008,13663,201.6
Iowa,Heart disease,2008,7284,185.5
Kansas,Heart disease,2008,5643,175.4
Kentucky,Heart disease,2008,10061,225.5
Louisiana,Heart disease,2008,10347,238.5
Maine,Heart disease,2008,2785,164.6
Maryland,Heart disease,2008,11157,195.1
Massachusetts,Heart disease,2008,12776,164.1
Michigan,Heart disease,2008,24344,220.6
Minnesota,Heart disease,2008,7367,126.6
Mississippi,Heart disease,2008,7997,273.2
Missouri,Heart disease,2008,14644,219.8
Montana,Heart disease,2008,1975,170.6
Nebraska,Heart disease,2008,3459,163.2
Nevada,Heart disease,2008,4646,202.0
New Hampshire,Heart disease,2008,2409,166.0
New Jersey,Heart disease,2008,19056,191.6
New Mexico,Heart disease,2008,3275,161.3
New York,Heart disease,2008,49324,225.8
North Carolina,Heart disease,2008,17335,186.4
North Dakota,Heart disease,2008,1391,160.8
Ohio,Heart disease,2008,27324,206.9
Oklahoma,Heart disease,2008,9767,252.0
Oregon,Heart disease,2008,6519,150.8
Pennsylvania,Heart disease,2008,33308,201.8
Rhode Island,Heart disease,2008,2657,193.6
South Carolina,Heart disease,2008,8996,193.4
South Dakota,Heart disease,2008,1681,167.4
Tennessee,Heart disease,2008,14661,228.1
Texas,Heart disease,2008,38384,191.7
United States,Heart disease,2008,616828,192.1
Utah,Heart disease,2008,2844,148.7
Vermont,Heart disease,2008,1216,166.2
Virginia,Heart disease,2008,13675,180.6
Washington,Heart disease,2008,10916,164.0
West Virginia,Heart disease,2008,5264,232.5
Wisconsin,Heart disease,2008,11275,172.2
Wyoming,Heart disease,2008,937,171.9
Alabama,Influenza and pneumonia,2008,912,18.7
Alaska,Influenza and pneumonia,2008,51,13.2
Arizona,Influenza and pneumonia,2008,1068,16.8
Arkansas,Influenza and pneumonia,2008,846,26.8
California,Influenza and pneumonia,2008,6560,19.2
Colorado,Influenza and pneumonia,2008,678,15.9
Connecticut,Influenza and pneumonia,2008,694,15.1
Delaware,Influenza and pneumonia,2008,135,14.4
District of Columbia,Influenza and pneumonia,2008,78,13.9
Florida,Influenza and pneumonia,2008,2300,9.4
Georgia,Influenza and pneumonia,2008,1498,19.8
Hawaii,Influenza and pneumonia,2008,270,17.1
Idaho,Influenza and pneumonia,2008,206,14.0
Illinois,Influenza and pneumonia,2008,2672,19.9
Indiana,Influenza and pneumonia,2008,1318,19.5
Iowa,Influenza and pneumonia,2008,829,20.3
Kansas,Influenza and pneumonia,2008,743,22.5
Kentucky,Influenza and pneumonia,2008,943,21.6
Louisiana,Influenza and pneumonia,2008,894,21.0
Maine,Influenza and pneumonia,2008,263,15.6
Maryland,Influenza and pneumonia,2008,1008,17.9
Massachusetts,Influenza and pneumonia,2008,1598,20.1
Michigan,Influenza and pneumonia,2008,1853,16.9
Minnesota,Influenza and pneumonia,2008,745,12.5
Mississippi,Influenza and pneumonia,2008,626,21.9
Missouri,Influenza and pneumonia,2008,1414,21.3
Montana,Influenza and pneumonia,2008,168,14.6
Nebraska,Influenza and pneumonia,2008,366,17.0
Nevada,Influenza and pneumonia,2008,496,22.0
New Hampshire,Influenza and pneumonia,2008,211,14.6
New Jersey,Influenza and pneumonia,2008,1413,14.2
New Mexico,Influenza and pneumonia,2008,351,17.5
New York,Influenza and pneumonia,2008,4609,21.0
North Carolina,Influenza and pneumonia,2008,1737,19.1
North Dakota,Influenza and pneumonia,2008,148,17.0
Ohio,Influenza and pneumonia,2008,2085,15.8
Oklahoma,Influenza and pneumonia,2008,938,24.3
Oregon,Influenza and pneumonia,2008,517,12.0
Pennsylvania,Influenza and pneumonia,2008,2705,16.3
Rhode Island,Influenza and pneumonia,2008,257,18.2
South Carolina,Influenza and pneumonia,2008,727,16.2
South Dakota,Influenza and pneumonia,2008,177,17.0
Tennessee,Influenza and pneumonia,2008,1424,22.7
Texas,Influenza and pneumonia,2008,3554,18.2
United States,Influenza and pneumonia,2008,56284,17.6
Utah,Influenza and pneumonia,2008,343,18.0
Vermont,Influenza and pneumonia,2008,74,10.2
Virginia,Influenza and pneumonia,2008,1324,17.9
Washington,Influenza and pneumonia,2008,771,11.6
West Virginia,Influenza and pneumonia,2008,448,20.0
Wisconsin,Influenza and pneumonia,2008,1116,16.7
Wyoming,Influenza and pneumonia,2008,123,23.4
Alabama,Suicide,2008,604,12.6
Alaska,Suicide,2008,169,24.4
Arizona,Suicide,2008,972,15.5
Arkansas,Suicide,2008,447,15.5
California,Suicide,2008,3775,10.3
Colorado,Suicide,2008,803,16.1
Connecticut,Suicide,2008,315,8.5
Delaware,Suicide,2008,109,11.9
Ohio,All causes,2007,106534,831.1
District of Columbia,Suicide,2008,43,7.3
Florida,Suicide,2008,2740,13.9
Georgia,Suicide,2008,981,10.4
Hawaii,Suicide,2008,133,9.7
Idaho,Suicide,2008,252,16.7
Illinois,Suicide,2008,1198,9.3
Indiana,Suicide,2008,809,12.6
Iowa,Suicide,2008,380,12.6
Kansas,Suicide,2008,337,12.1
Kentucky,Suicide,2008,612,14.0
Louisiana,Suicide,2008,532,12.0
Maine,Suicide,2008,181,12.7
Maryland,Suicide,2008,507,8.7
Massachusetts,Suicide,2008,509,7.5
Michigan,Suicide,2008,1180,11.8
Minnesota,Suicide,2008,596,11.2
Mississippi,Suicide,2008,409,13.9
Missouri,Suicide,2008,779,13.0
Montana,Suicide,2008,203,20.6
Nebraska,Suicide,2008,191,10.6
Nevada,Suicide,2008,528,19.7
Oklahoma,All causes,2007,36032,945.1
New Hampshire,Suicide,2008,179,13.1
New Jersey,Suicide,2008,615,6.8
New Mexico,Suicide,2008,419,20.9
New York,Suicide,2008,1409,7.1
North Carolina,Suicide,2008,1162,12.3
North Dakota,Suicide,2008,86,13.1
Ohio,Suicide,2008,1412,12.2
Oklahoma,Suicide,2008,575,15.7
Oregon,Suicide,2008,572,14.5
Pennsylvania,Suicide,2008,1539,11.8
Rhode Island,Suicide,2008,110,9.9
South Carolina,Suicide,2008,565,12.0
South Dakota,Suicide,2008,124,15.7
Tennessee,Suicide,2008,973,15.1
Texas,Suicide,2008,2552,10.8
United States,Suicide,2008,36035,11.6
Utah,Suicide,2008,390,15.9
Vermont,Suicide,2008,94,14.1
Virginia,Suicide,2008,948,11.8
Washington,Suicide,2008,889,13.2
West Virginia,Suicide,2008,261,13.7
Wisconsin,Suicide,2008,743,12.8
Wyoming,Suicide,2008,124,22.6
Alabama,Cancer,2008,10182,197.5
Alaska,Cancer,2008,867,181.1
Arizona,Cancer,2008,10081,153.2
Arkansas,Cancer,2008,6526,201.4
California,Cancer,2008,54686,158.8
Colorado,Cancer,2008,6719,150.9
Connecticut,Cancer,2008,6830,164.8
Delaware,Cancer,2008,1912,193.3
District of Columbia,Cancer,2008,1143,201.6
Florida,Cancer,2008,40814,169.5
Georgia,Cancer,2008,14621,175.1
Hawaii,Cancer,2008,2194,142.5
Idaho,Cancer,2008,2511,166.7
Illinois,Cancer,2008,24300,185.0
Indiana,Cancer,2008,13137,194.3
Iowa,Cancer,2008,6424,177.1
Kansas,Cancer,2008,5294,173.1
Kentucky,Cancer,2008,9589,207.8
Louisiana,Cancer,2008,9197,205.7
Maine,Cancer,2008,3093,185.0
Maryland,Cancer,2008,10360,180.1
Massachusetts,Cancer,2008,13031,177.2
Michigan,Cancer,2008,20211,184.4
Minnesota,Cancer,2008,9446,170.2
Mississippi,Cancer,2008,6166,202.9
Missouri,Cancer,2008,12523,189.5
Montana,Cancer,2008,1862,161.3
Nebraska,Cancer,2008,3376,169.7
Nevada,Cancer,2008,4404,179.4
New Hampshire,Cancer,2008,2576,177.3
New Jersey,Cancer,2008,16876,175.0
New Mexico,Cancer,2008,3355,160.3
New York,Cancer,2008,35351,166.9
North Carolina,Cancer,2008,17453,181.3
North Dakota,Cancer,2008,1354,171.4
Ohio,Cancer,2008,24998,191.9
Oklahoma,Cancer,2008,7657,193.1
Oregon,Cancer,2008,7479,177.0
Pennsylvania,Cancer,2008,28964,184.7
Rhode Island,Cancer,2008,2227,178.1
South Carolina,Cancer,2008,9199,190.0
South Dakota,Cancer,2008,1570,168.4
Tennessee,Cancer,2008,13162,197.2
Texas,Cancer,2008,35713,169.9
United States,Cancer,2008,565469,176.4
Utah,Cancer,2008,2492,125.4
Vermont,Cancer,2008,1279,176.3
Virginia,Cancer,2008,13983,179.1
Washington,Cancer,2008,11618,175.5
West Virginia,Cancer,2008,4605,198.5
Wisconsin,Cancer,2008,11185,177.8
Wyoming,Cancer,2008,874,156.7
Alabama,Kidney disease,2008,1107,22.3
Alaska,Kidney disease,2008,50,13.5
Arizona,Kidney disease,2008,503,7.8
Arkansas,Kidney disease,2008,638,20.1
Oregon,All causes,2007,31403,756.0
California,Kidney disease,2008,2854,8.3
Colorado,Kidney disease,2008,483,11.5
Connecticut,Kidney disease,2008,589,13.5
Delaware,Kidney disease,2008,189,19.8
District of Columbia,Kidney disease,2008,78,13.9
Florida,Kidney disease,2008,2946,12.1
Georgia,Kidney disease,2008,1668,21.3
Hawaii,Kidney disease,2008,197,12.5
Idaho,Kidney disease,2008,173,11.8
Illinois,Kidney disease,2008,2576,19.6
Indiana,Kidney disease,2008,1363,20.2
Iowa,Kidney disease,2008,304,7.8
Kansas,Kidney disease,2008,620,19.6
Kentucky,Kidney disease,2008,993,22.6
Louisiana,Kidney disease,2008,1195,27.7
Maine,Kidney disease,2008,263,15.6
Maryland,Kidney disease,2008,775,13.7
Massachusetts,Kidney disease,2008,1377,17.9
Michigan,Kidney disease,2008,1663,15.2
Minnesota,Kidney disease,2008,813,14.1
Mississippi,Kidney disease,2008,723,24.6
Missouri,Kidney disease,2008,1274,19.1
Montana,Kidney disease,2008,151,13.1
Nebraska,Kidney disease,2008,270,12.8
Nevada,Kidney disease,2008,456,20.0
New Hampshire,Kidney disease,2008,174,12.4
New Jersey,Kidney disease,2008,1715,17.5
New Mexico,Kidney disease,2008,287,14.1
New York,Kidney disease,2008,2394,11.1
North Carolina,Kidney disease,2008,1729,18.7
North Dakota,Kidney disease,2008,98,11.8
Ohio,Kidney disease,2008,1865,14.3
Oklahoma,Kidney disease,2008,664,17.2
Oregon,Kidney disease,2008,397,9.4
Pennsylvania,Kidney disease,2008,3138,19.2
Rhode Island,Kidney disease,2008,163,12.0
South Carolina,Kidney disease,2008,945,20.3
South Dakota,Kidney disease,2008,89,9.1
Tennessee,Kidney disease,2008,908,14.3
Texas,Kidney disease,2008,3536,17.7
United States,Kidney disease,2008,48237,15.1
Utah,Kidney disease,2008,212,11.0
Vermont,Kidney disease,2008,39,5.4
Virginia,Kidney disease,2008,1537,20.5
Washington,Kidney disease,2008,471,7.1
West Virginia,Kidney disease,2008,522,23.0
Wisconsin,Kidney disease,2008,1007,15.5
Wyoming,Kidney disease,2008,56,10.8
Alabama,Unintentional injuries,2007,2542,53.8
Alaska,Unintentional injuries,2007,354,56.4
Arizona,Unintentional injuries,2007,3161,51.9
Arkansas,Unintentional injuries,2007,1391,47.8
California,Unintentional injuries,2007,11614,32.3
Colorado,Unintentional injuries,2007,2056,44.8
Connecticut,Unintentional injuries,2007,1343,35.4
Delaware,Unintentional injuries,2007,309,34.8
District of Columbia,Unintentional injuries,2007,193,33.7
Florida,Unintentional injuries,2007,9113,46.9
Georgia,Unintentional injuries,2007,4012,45.4
Hawaii,Unintentional injuries,2007,470,33.4
Idaho,Unintentional injuries,2007,641,43.4
Illinois,Unintentional injuries,2007,4367,33.9
Indiana,Unintentional injuries,2007,2499,38.8
Iowa,Unintentional injuries,2007,1252,37.5
Kansas,Unintentional injuries,2007,1205,41.4
Maine,Unintentional injuries,2007,584,41.6
Maryland,Unintentional injuries,2007,1480,26.2
Massachusetts,Unintentional injuries,2007,2139,31.0
Michigan,Unintentional injuries,2007,3764,36.5
Minnesota,Unintentional injuries,2007,2066,37.5
Mississippi,Unintentional injuries,2007,1808,62.2
Missouri,Unintentional injuries,2007,2975,48.8
Montana,Unintentional injuries,2007,614,60.3
Nebraska,Unintentional injuries,2007,674,35.8
Nevada,Unintentional injuries,2007,1212,48.1
New Hampshire,Unintentional injuries,2007,527,39.0
New Jersey,Unintentional injuries,2007,2425,26.9
New Mexico,Unintentional injuries,2007,1329,67.7
New York,Unintentional injuries,2007,5160,25.7
North Carolina,Unintentional injuries,2007,4389,48.3
North Dakota,Unintentional injuries,2007,279,38.9
Ohio,Unintentional injuries,2007,4922,41.3
Oklahoma,Unintentional injuries,2007,2149,58.8
Oregon,Unintentional injuries,2007,1646,41.8
Pennsylvania,Unintentional injuries,2007,5568,40.8
Rhode Island,Unintentional injuries,2007,416,34.7
South Carolina,Unintentional injuries,2007,2364,53.2
South Dakota,Unintentional injuries,2007,366,42.5
Tennessee,Unintentional injuries,2007,3257,52.4
Texas,Unintentional injuries,2007,9392,42.0
United States,Unintentional injuries,2007,123706,40.4
Utah,Unintentional injuries,2007,811,35.6
Vermont,Unintentional injuries,2007,303,44.9
Virginia,Unintentional injuries,2007,2931,38.3
Washington,Unintentional injuries,2007,2637,40.2
West Virginia,Unintentional injuries,2007,1241,65.8
Wisconsin,Unintentional injuries,2007,2619,44.0
Wyoming,Unintentional injuries,2007,299,56.5
Alabama,All causes,2007,46696,957.2
Alaska,All causes,2007,3463,780.6
Arizona,All causes,2007,45554,731.0
Arkansas,All causes,2007,28191,906.2
California,All causes,2007,233720,691.7
Colorado,All causes,2007,29993,708.0
Connecticut,All causes,2007,28651,680.5
Delaware,All causes,2007,7327,786.1
District of Columbia,All causes,2007,5188,911.2
Florida,All causes,2007,168096,723.3
Georgia,All causes,2007,68331,872.0
Hawaii,All causes,2007,9495,631.0
Idaho,All causes,2007,10822,747.0
Illinois,All causes,2007,100503,770.3
Indiana,All causes,2007,54000,817.1
Iowa,All causes,2007,27221,724.2
Kansas,All causes,2007,24491,787.8
Kentucky,All causes,2007,40090,915.3
Louisiana,All causes,2007,39966,937.5
Maine,All causes,2007,12493,771.6
Maryland,All causes,2007,43757,784.0
Massachusetts,All causes,2007,52917,709.8
Michigan,All causes,2007,86721,808.1
Virginia,All causes,2007,58225,784.0
Washington,All causes,2007,47323,731.9
West Virginia,All causes,2007,21086,954.2
Wisconsin,All causes,2007,46241,734.2
Wyoming,All causes,2007,4266,806.5
Alabama,Alzheimer's disease,2007,1517,32.6
Alaska,Alzheimer's disease,2007,65,22.4
Arizona,Alzheimer's disease,2007,2051,34.2
Arkansas,Alzheimer's disease,2007,824,26.5
California,Alzheimer's disease,2007,8497,25.6
Colorado,Alzheimer's disease,2007,1109,28.3
Connecticut,Alzheimer's disease,2007,764,16.6
Delaware,Alzheimer's disease,2007,201,22.1
District of Columbia,Alzheimer's disease,2007,140,24.0
Florida,Alzheimer's disease,2007,4644,18.7
Georgia,Alzheimer's disease,2007,1849,27.2
Hawaii,Alzheimer's disease,2007,247,15.7
Idaho,Alzheimer's disease,2007,416,29.4
Illinois,Alzheimer's disease,2007,2734,20.5
Indiana,Alzheimer's disease,2007,1663,25.1
Iowa,Alzheimer's disease,2007,1202,28.7
Kansas,Alzheimer's disease,2007,860,25.8
Kentucky,Alzheimer's disease,2007,1198,28.7
Louisiana,Alzheimer's disease,2007,1324,33.3
Maine,Alzheimer's disease,2007,470,28.1
Maryland,Alzheimer's disease,2007,881,16.2
Massachusetts,Alzheimer's disease,2007,1695,21.1
Michigan,Alzheimer's disease,2007,2432,22.4
Minnesota,Alzheimer's disease,2007,1179,19.9
Mississippi,Alzheimer's disease,2007,797,28.9
Missouri,Alzheimer's disease,2007,1681,25.5
Montana,Alzheimer's disease,2007,260,22.6
Nebraska,Alzheimer's disease,2007,512,23.5
Nevada,Alzheimer's disease,2007,248,13.4
New Hampshire,Alzheimer's disease,2007,418,29.5
New Jersey,Alzheimer's disease,2007,1823,18.2
New Mexico,Alzheimer's disease,2007,322,17.1
New York,Alzheimer's disease,2007,1999,9.1
North Carolina,Alzheimer's disease,2007,2460,28.7
North Dakota,Alzheimer's disease,2007,395,42.0
Ohio,Alzheimer's disease,2007,3671,27.9
Oklahoma,Alzheimer's disease,2007,927,24.8
Oregon,Alzheimer's disease,2007,1200,27.9
Pennsylvania,Alzheimer's disease,2007,3505,20.3
Rhode Island,Alzheimer's disease,2007,328,22.2
South Carolina,Alzheimer's disease,2007,1396,33.6
South Dakota,Alzheimer's disease,2007,346,32.1
Tennessee,Alzheimer's disease,2007,2276,38.2
Texas,Alzheimer's disease,2007,4814,26.8
United States,Alzheimer's disease,2007,74632,23.8
Utah,Alzheimer's disease,2007,393,22.1
Vermont,Alzheimer's disease,2007,205,28.7
Virginia,Alzheimer's disease,2007,1703,24.4
Washington,Alzheimer's disease,2007,2689,41.8
West Virginia,Alzheimer's disease,2007,534,24.2
Wisconsin,Alzheimer's disease,2007,1658,24.7
Wyoming,Alzheimer's disease,2007,110,22.0
Alabama,Stroke,2007,2747,56.9
Alaska,Stroke,2007,157,47.0
Arizona,Stroke,2007,2207,35.9
Arkansas,Stroke,2007,1873,60.1
California,Stroke,2007,14557,43.7
Colorado,Stroke,2007,1600,39.5
Connecticut,Stroke,2007,1463,33.4
Delaware,Stroke,2007,374,40.4
District of Columbia,Stroke,2007,220,39.0
Florida,Stroke,2007,8781,36.5
Georgia,Stroke,2007,3894,52.0
Hawaii,Stroke,2007,643,41.9
Idaho,Stroke,2007,640,44.6
Illinois,Stroke,2007,5864,44.7
